MSFT,Microsoft Corporation,2019-04-02,Microsoft  BMW launch industrial cloud technology partnership ,FRANKFURT Microsoft Corp and BMW Group on Tuesday launched an initiative to create an Open Manufacturing Platform that seeks to stimulate innovation and accelerate the development of 'smart' factories.,topStory
MSFT,Microsoft Corporation,2019-04-02,UPDATE 1-Microsoft  BMW launch industrial cloud technology partnership ,* Microsoft-BMW alliance seeks 4-6 partners this year (Updates with details  Amazon-Volkswagen context),normal
MSFT,Microsoft Corporation,2019-04-02,Microsoft and BMW launch open manufacturing platform ,FRANKFURT  April 2 Microsoft Corp and BMW Group on Tuesday launched an initiative to create an Open Manufacturing Platform that seeks to stimulate industrial innovation and speed the development of connected 'smart' factories.,normal
MSFT,Microsoft Corporation,2019-04-02,'Impossible' meatless patty gets Burger King Whopper test ,Vegetarian burgers may finally be getting the recognition they need to go mainstream. On Monday Burger King and Silicon Valley startup Impossible Foods announced the rollout of the Impossible Whopper in 59 stores in and around St. Louis  Missouri. | Video ,normal
INTC,Intel Corporation,2019-04-02,Qualcomm finance chief departs for rival Intel ,Qualcomm Inc's chief financial officer  George Davis  has left the company to become finance chief at rival Intel Corp  the two companies said on Tuesday.,topStory
INTC,Intel Corporation,2019-04-02,UPDATE 3-Qualcomm finance chief departs for rival Intel ,April 2 Qualcomm Inc's chief financial officer  George Davis  has left the company to become finance chief at rival Intel Corp  the two companies said on Tuesday.,normal
INTC,Intel Corporation,2019-04-02,Qualcomm finance chief to depart  likely for rival Intel ,April 2 Qualcomm Inc's Chief Financial Officer George Davis plans to depart the company and is likely heading to rival Intel Corp  according to Qualcomm and a person familiar with the matter.,normal
QCOM,QUALCOMM Incorporated,2019-04-02,Qualcomm finance chief departs for rival Intel ,Qualcomm Inc's chief financial officer  George Davis  has left the company to become finance chief at rival Intel Corp  the two companies said on Tuesday.,topStory
QCOM,QUALCOMM Incorporated,2019-04-02,UPDATE 3-Qualcomm finance chief departs for rival Intel ,April 2 Qualcomm Inc's chief financial officer  George Davis  has left the company to become finance chief at rival Intel Corp  the two companies said on Tuesday.,normal
QCOM,QUALCOMM Incorporated,2019-04-02,Qualcomm finance chief to depart  likely for rival Intel ,April 2 Qualcomm Inc's Chief Financial Officer George Davis plans to depart the company and is likely heading to rival Intel Corp  according to Qualcomm and a person familiar with the matter.,normal
