MSFT,Microsoft Corporation,2019-02-27,Volkswagen deepens cloud computing partnership with Microsoft ,FRANKFURT Volkswagen said on Wednesday it had struck a deal with Microsoft to cooperate on cloud computing in China and the United States  as part of its drive to offer connected vehicle services across the globe.,topStory
MSFT,Microsoft Corporation,2019-02-27,Volkswagen deepens cloud computing partnership with Microsoft ,FRANKFURT  Feb 27 Volkswagen said on Wednesday it had struck a deal with Microsoft to cooperate on cloud computing in China and the United States  as part of its drive to offer connected vehicle services across the globe.,normal
MSFT,Microsoft Corporation,2019-02-27,Norway wealth fund shrugs off Brexit  plans rise in UK investments ,OSLO Norway's $1 trillion (£753 billion) sovereign wealth fund  the world's biggest  said on Wednesday it planned to keep increasing its investments in Britain  and it shrugged off uncertainties about Brexit.,normal
MSFT,Microsoft Corporation,2019-02-27,Norway wealth fund shrugs off Brexit  plans rise in UK investments ,OSLO Norway's $1 trillion sovereign wealth fund  the world's biggest  said on Wednesday it planned to keep increasing its investments in Britain  and it shrugged off uncertainties about Brexit.,normal
MSFT,Microsoft Corporation,2019-02-27,UPDATE 2-Norway wealth fund shrugs off Brexit  plans rise in UK investments ,* Largest SWFs: http://tmsnrt.rs/2tskfub (Recasts on Brexit  adds CEO interview),normal
TSLA,Tesla Inc ,2019-02-27,Meet Elon Tusk: Tesla chief changes Twitter display name ,Tesla Inc Chief Executive Officer Elon Musk changed his Twitter display name to "Elon Tusk" and promised news from his electric carmaker later this week in another late-night flurry of tweets between Tuesday evening and Wednesday morning.,topStory
TSLA,Tesla Inc ,2019-02-27,UPDATE 1-Meet Elon Tusk: Tesla chief changes Twitter display name ,Feb 27 Tesla Inc Chief Executive Officer Elon Musk changed his Twitter display name to "Elon Tusk" and promised news from his electric carmaker later this week in another late-night flurry of tweets between Tuesday evening and Wednesday morning.,normal
TSLA,Tesla Inc ,2019-02-27,CORRECTED-Meet Elon Tusk: Tesla chief changes Twitter display name ,Feb 27 Silicon Valley billionaire Elon Musk changed his Twitter display name to "Elon Tusk" in another late-night flurry of tweets between Tuesday evening and Wednesday morning  which also promised news from his electric carmaker Tesla Inc later this week.,normal
TSLA,Tesla Inc ,2019-02-27,Volvo's Polestar joins electric car race with rival to Tesla 3 ,STOCKHOLM Volvo Cars' luxury performance brand Polestar unveiled its first fully electric sedan on Wednesday  opening up online pre-orders for the five-seater fastback at a price and with a driving range to rival Tesla's mass market Model 3.,normal
TSLA,Tesla Inc ,2019-02-27,UPDATE 1-Volvo's Polestar joins electric car race with rival to Tesla 3 ,STOCKHOLM  Feb 27 Volvo Cars' luxury performance brand Polestar unveiled its first fully electric sedan on Wednesday  opening up online pre-orders for the five-seater fastback at a price and with a driving range to rival Tesla's mass market Model 3.,normal
TSLA,Tesla Inc ,2019-02-27,Volvo's Polestar joins electric car race with rival to Tesla 3 ,STOCKHOLM  Feb 27 Volvo Cars' luxury performance brand Polestar unveiled online its first fully electric sedan on Wednesday  with a price and driving range to rival Tesla's mass market Model 3.,normal
TSLA,Tesla Inc ,2019-02-27,Tesla's Musk must address SEC contempt bid as he calls agency 'broken' ,NEW YORK A federal judge on Tuesday ordered Tesla Inc Chief Executive Elon Musk to explain by March 11 why he should not be held in contempt for violating his fraud settlement with the U.S. Securities and Exchange Commission. | Video ,normal
TSLA,Tesla Inc ,2019-02-27,Tesla's Musk calls SEC 'broken' in new Twitter spat ,Silicon Valley billionaire Elon Musk laid into the U.S. Securities and Exchange Commission again on Tuesday  after it accused the Tesla Inc chief executive officer of violating the terms of a settlement last year of fraud charges against him. | Video ,normal
