INTC,Intel Corporation,2019-05-09,European shares sink on fears of renewed U.S.-China trade war ,European shares dropped broadly on Thursday as investors shunned risky assets while waiting to see whether United States and China can avoid a resumption of their trade war  which would damage the global economy. | Video ,normal
INTC,Intel Corporation,2019-05-09,Wall St. falls as investors cautious on trade; Intel slides ,NEW YORK The benchmark S&P 500 fell on Wednesday for the third day in a row as investors remained cautious about the latest developments on U.S.-China trade talks even after hopeful comments from the White House regarding an eventual agreement. | Video ,normal
